country,date,"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Agriculture, forestry, and fishing, value added (% of GDP)",Armed forces personnel (% of total labor force),"Birth rate, crude (per 1,000 people)",Births attended by skilled health staff (% of total),"Death rate, crude (per 1,000 people)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Fertility rate, total (births per woman)",GDP (current US$),GDP growth (annual %),GINI index (World Bank estimate),"Government expenditure on education, total (% of government expenditure)",Income share held by fourth 20%,Income share held by highest 20%,Income share held by lowest 20%,Income share held by second 20%,Income share held by third 20%,"Industry (including construction), value added (% of GDP)","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)",Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population density (people per sq. km of land area),Population growth (annual %),Population in the largest city (% of urban population),Population living in slums (% of urban population),"Population, female","Population, male","Population, total",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),"Prevalence of underweight, weight for age (% of children under 5)",Rural population (% of total population),"Services, value added (% of GDP)",Surface area (sq. km),Tax revenue (% of GDP),Urban population (% of total population),Urban population growth (annual %)
Greenland,2008,100.0,100.0,,,,,14.7323145510058,,14.8,,7.6,,,,,,,,,,,,2.247,2499107510.64122,6.1661327018619,,,,,,,,18.2172094154952,70.2134146341463,,,55.2997417724301,,98.1967242,,,,,0.137234742355951,-0.402186876651222,,,,,56328.0,,,,,,,16.213,63.5836335523166,410450.0,,83.787,-0.0360135160498233
Greenland,2007,100.0,100.0,,,,,14.3296889926759,,15.1,,8.0,,,,,,,,,,,,2.299,2249811708.94796,2.3524379811805,,,,,,,,16.7873735435565,69.9826829268293,,,52.8044189331526,,116.6406099,,,,,0.137787793884761,-0.386485846698679,,,,,56555.0,,,,,,,16.518,65.4266654691238,410450.0,,83.482,-0.0148253259195849
Greenland,2006,100.0,100.0,,,,,16.2469197677818,,14.8,,7.8,,,,,,,,,,,,2.256,2013099482.07439,5.55569490080011,,,,,,,,16.7146974063401,69.5192682926829,,,52.4564240070167,,94.60953819,,,,,0.138321354610793,-0.283179181223717,,,,,56774.0,,,,,,,16.828,63.9017666959028,410450.0,,83.172,0.0953440402753015
Greenland,2005,100.0,100.0,,,,,16.9474718518719,,15.6,,8.2,,,,,,,,,,,,2.377,1849805732.96203,4.98749177090194,,,,,,,,16.2353174495858,69.2207317073171,,,53.7894321695468,,81.61401907,,,,,0.138713607016689,0.0421622197627189,,,,,56935.0,,,,,,,17.142,63.74232631095,410450.0,,82.858,0.378032136899694
Greenland,2004,100.0,100.0,,,,,16.4488446426772,,15.7,,8.4,,,,,,,,,,,,2.415,1822486688.58807,6.90658283676629,,,,,,,,15.7161566853197,68.8068292682927,,,50.8645690421021,,68.64634811,,,,,0.138655134608357,0.256870544844429,,,,,56911.0,,,,,,,17.42,65.3282899978935,410450.0,,82.58,0.550483595457193
Greenland,2003,100.0,100.0,,,,,17.8797499172234,,15.5,,7.2,,,,,,,,,,,,2.372,1558753434.43083,4.43004572118211,,,,,,,,14.6465925247843,68.4353658536586,,,51.7721393373975,,52.45997037,,,,,0.138299427457668,0.27519554474986,,,,,56765.0,,,,,,,17.662,65.2084996981088,410450.0,,82.338,0.570743513870947
Greenland,2002,100.0,100.0,,,,,,,16.9,,7.9,,,,,,,,,,,,2.566,1169138789.31435,-0.971177310665553,,,,,,,,,68.1626829268293,,,59.0178006500542,,35.25248593,,,,,0.137919356803508,0.45857426832132,,,,,56609.0,,,,,,,17.905,,410450.0,,82.095,0.758143919728567
Greenland,2001,100.0,100.0,,,,,,,16.7,,8.3,,,,,,,,,,,,2.51,1086172922.57413,1.26903507902787,,,,,,,,,67.6078048780488,,,54.5032920353982,,28.19606938,,,,,0.137288342063589,0.266548358613988,,,,,56350.0,,,,,,,18.151,,410450.0,,81.849,0.571858789801961
Greenland,2000,100.0,100.0,,,,,,,15.6,,8.0,,,,,,,,,,,,2.329,1068030829.75591,7.10159688181619,,,,,,,,,66.9634146341463,,,59.7361033244527,,26.90520694,,,,,0.136922889511512,0.178094437099469,,,,,56200.0,,,,,,,18.4,,410450.0,,81.6,0.329813441256315
Greenland,1999,100.0,100.0,,,,,,,16.8,,8.5,,,,,,,,,,,,2.415,1131561595.13775,1.37788444524006,,,,,,,,,66.4034146341464,,,60.6241854573093,,24.12482604,,,,,0.136679254476794,0.0,,,,,56100.0,,,,,,,18.524,,410450.0,,81.476,0.153263446023511
Greenland,1998,100.0,100.0,,,,,,,17.5,,8.1,,,,,,,,,,,,2.457,1149862702.96084,7.75798174482551,,,,,,,,,66.1570731707317,,,57.7460246593121,,15.90584114,,,,,0.136679254476794,0.178412179350139,,,,,56100.0,,,,,,,18.649,,410450.0,,81.351,0.331413197714465
Greenland,1997,100.0,100.0,,,,,,,19.6,,8.8,,,,,,,,,,,,2.69,1072147778.03013,1.46892638096972,,,,,,,,,65.7980487804878,,,64.3567998870216,,11.59785974,,,,,0.136435619442076,0.178731057409588,,,,,56000.0,,,,,,,18.774,,410450.0,,81.226,0.334720974906827
Greenland,1996,100.0,100.0,,,,,,,18.8,,7.9,,,,,,,,,,,,2.493,1197509786.67632,1.52963736132679,,,,,,,,,65.7673170731707,,,69.9785512672811,,7.382201766,,,,,0.163593795727246,0.179051077378829,,,,,55900.0,,,,,,,18.9,,341700.0,,81.1,0.424413201446583
Greenland,1995,100.0,100.0,,,,,,,19.7,,8.6,,,,,,,,,,,,2.512,1208946165.92889,3.72867748911121,,,,,,,,,65.6441463414634,,,66.5869186475712,,3.676694558,,,,,0.163301141352063,0.539084863487637,,,,,55800.0,,,,,,,19.098,,341700.0,,80.902,0.785032886434486
Greenland,1994,100.0,100.0,,,,,,,20.5,,8.0,,,,,,,,,,,,2.527,1005879948.43254,5.92436980149209,,,,,,,,,65.9009756097561,,,64.421206627071,,1.727134283,,,,,0.162423178226514,0.542006746933911,,,,,55500.0,,,,,,,19.297,,341700.0,,80.703,0.788994096096252
Greenland,1993,100.0,100.0,,,,,,,21.4,,7.8,,,,,,,,,,,,2.578,927219728.866886,-5.02793262942515,,,,,,,,,65.5853658536585,,,71.0726896207585,,0.784271594,,,,,0.161545215100966,-0.180995524523942,,,,,55200.0,,,,,,,19.497,,341700.0,,80.503,0.0720363814861869
Greenland,1992,100.0,100.0,,,,,,,22.4,,8.0,,,,,,,,,,,,2.607,1037921836.9477,-5.1117000323197,,,,,,,,,65.1960975609756,,,76.0172849162011,,0.306116969,,,,,0.161837869476149,-0.361011222409979,,,,,55300.0,,,,,,,19.699,,341700.0,,80.301,-0.0270197245631978
Greenland,1991,100.0,100.0,,,,,,,21.5,,8.3,,,,,,,,,,,,2.421,1016493394.8253,-0.113464597323002,,,,,,,,,65.0317073170732,,,73.6846893263611,,0.0,,,,,0.162423178226514,-0.180018050414785,,,,,55500.0,,,,,,,19.967,,341700.0,,80.033,0.238927195821358
Greenland,1990,100.0,100.0,,,,,,,22.6,,8.4,,,,,,,,,,,,2.444,1018970364.86443,-11.7195329842899,,,,,,,,,65.0682926829268,,,88.0300380589915,,0.0,,,,,0.162715832601697,0.54102927282477,,,,,55600.0,,,,,,,20.302,,341700.0,,79.698,0.966015811712508
Greenland,1989,,,,,,,,,21.9,,8.2,,,,,,,,,,,,2.299,929796722.387896,6.6595450236494,,,,,,,,,64.6675609756098,,,87.8686685302339,,0.0,,,,,0.161837869476149,0.908271457431923,,,,,55300.0,,,,,,,20.641,,341700.0,,79.359,1.34196331836902
Greenland,1988,,,,,,,,,22.1,,7.9,,,,,,,,,,,,2.317,898611007.947709,5.60361071134139,,,,,,,,,64.5824390243903,,,101.267399570177,,0.0,,,,,0.160374597600234,1.2856008101534,,,,,54800.0,,,,,,,20.984,,341700.0,,79.016,1.72843809132413
Greenland,1987,,,,,,,,,20.4,,8.2,,,,,,,,,,,,2.083,787392365.831908,5.51587209945019,,,,,,,,,64.6541463414634,,,108.332266988489,,0.0,,,,,0.158326016973954,1.11525319504751,,,,,54100.0,,,,,,,21.332,,341700.0,,78.668,1.56055215886545
Greenland,1986,,,,,,,,,19.7,,8.3,,,,,,,,,,,,2.044,603015696.452849,7.09732274565691,,,,,,,,,64.2487804878049,,,102.81656077065,,0.0,,,,,0.156570090722856,0.562325755436204,,,,,53500.0,,,,,,,21.683,,341700.0,,78.317,1.01949908515838
Greenland,1985,,,,,,,,,21.7,,8.2,,,,,,,,,,,,2.241,412876071.118493,3.65638797846657,,,,,,,,,63.8336585365854,,,113.835611428571,,0.0,,,,,0.155692127597308,0.944294080028209,,,,,53200.0,,,,,,,22.039,,341700.0,,77.961,1.40585773214386
Greenland,1984,,,,,,,,,20.0,,8.3,,,,,,,,,,,,2.107,379371608.442925,-5.17961548645884,,,,,,,,,63.4665853658537,,,116.772048867396,,0.0,,,,,0.154228855721393,1.14505067879955,,,,,52700.0,,,,,,,22.398,,341700.0,,77.602,1.61707329635859
Greenland,1983,,,,,,,,,19.1,,8.3,,,,,,,,,,,,2.054,416183706.943685,3.45721666786712,,,,,,,,,63.3,,,107.164214398318,,0.0,,,,,0.152472929470296,1.15831410896309,,,,,52100.0,,,,,,,22.763,,341700.0,,77.237,1.63354837570391
Greenland,1982,,,,,,,,,20.4,,7.9,,,,,,,,,,,,2.236,402405069.367769,-4.41966083987684,,,,,,,,,63.1926829268293,,,111.82761705935,,0.0,,,,,0.150717003219198,0.975617494536466,,,,,51500.0,,,,,,,23.131,,341700.0,,76.869,1.46311181146779
Greenland,1981,,,,,,,,,20.7,,7.5,,,,,,,,,,,,2.332,435746974.759244,0.665279562709713,,,,,,,,,63.0748780487805,,,110.155670103093,,0.0,,,,,0.149253731343284,1.58106060266422,,,,,51000.0,,,,,,,23.503,,341700.0,,76.497,2.0719152064833
Greenland,1980,,,,,,,,,20.6,,7.6,,,,,,,,,,,,2.435,476055288.418886,8.67600626836958,,,,,,,,,63.449756097561,,,107.970652254939,,0.0,,,,,0.14691249634182,1.20241929668018,,,,,50200.0,,,,,,,23.879,,341700.0,,76.121,1.70497664022156
Greenland,1979,,,,,,,,,18.1,,7.9,,,,,,,,,,,,2.187,420642463.409998,4.86059745915763,,,,,,,,,63.9548780487805,,,104.601897876186,,0.0,,,,,0.145156570090723,0.80972102326193,,,,,49600.0,,,,,,,24.26,,341700.0,,75.74,1.31831174287225
Greenland,1978,,,,,,,,,17.7,,6.3,,,,,,,,,,,,2.197,355989047.256374,6.01671720471006,,,,,,,,,63.4146341463415,,,78.9350127948266,,0.0,,,,,0.143985952589991,-0.405680069561432,,,,,49200.0,,,,,,,24.645,,341700.0,,75.355,0.113348098711963
Greenland,1977,,,,,,,,,18.6,,7.6,,,,,,,,,,,,2.349,282269373.001066,8.82231528087199,,,,,,,,,,,,89.2764231984347,,0.0,,,,,0.144571261340357,-0.605450890870626,,,,,49400.0,,,,,,,25.034,,341700.0,,74.966,-0.151102265602339
Greenland,1976,,,,,,,,,17.3,,,,,,,,,,,,,,2.255,240780413.56493,5.95920850741582,,,,,,,,,,,,89.2929772886291,,0.0,,,,,0.145449224465906,0.201409937170119,,,,,49700.0,,,,,,,25.375,,341700.0,,74.625,0.519018276451653
Greenland,1975,,,,,,,,,16.4,,,,,,,,,,,,,,2.345,211194305.702999,0.646240140693962,,,,,,,,,,,,101.801987172113,,0.0,,,,,0.145156570090723,0.20181641562372,,,,,49600.0,,,,,,,25.611,,341700.0,,74.389,0.521726136563836
Greenland,1974,,,,,,,,,17.5,,,,,,,,,,,,,,,169918948.629182,5.70625399447384,,,,,,,,,,,,116.526144728037,,,,,,,0.14486391571554,1.01523714640179,,,,,49500.0,,,,,,,25.848,,341700.0,,74.152,1.3356752743594
Greenland,1973,,,,,,,,,19.2,,,,,,,,,,,,,,,140153748.243656,6.8060089911332,,,,,,,,,,,,89.9012702685266,,,,,,,0.143400643839625,1.43887374520997,,,,,49000.0,,,,,,,26.086,,341700.0,,73.914,1.76320320679163
Greenland,1972,,,,,,,,,,,,,,,,,,,,,,,,106101175.65798,6.17727356210882,,,,,,,,,,,,88.5946827799643,,,,,,,0.141352063213345,2.30376680670171,,,,,48300.0,,,,,,,26.325,,341700.0,,73.675,2.63379164637745
Greenland,1971,,,,,,,,,,,,,,,,,,,,,,,,88570952.8688524,13.0608513500778,,,,,,,,,,,,90.3230657554927,,,,,,,0.138132865086333,1.70944333593003,,,,,47200.0,,,,,,,26.567,,341700.0,,73.433,2.65169820304155
Greenland,1970,,,,,,,,,,,,,,,,,,,,,,,,69520026.6666667,,,,,,,,,,,,,96.3751068756782,,0.0,,,,,0.13579163008487,3.2861664484001,,,,,46400.0,,,,,,,27.256,,341700.0,,72.744,5.03690474933031
Greenland,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131401814457126,3.39783536418493,,,,,44900.0,,,,,,,28.519,,341700.0,,71.481,5.22530778947104
Greenland,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127011998829382,3.51736141782671,,,,,43400.0,,,,,,,29.814,,341700.0,,70.186,5.43718465607257
Greenland,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122622183201639,3.39838528155986,,,,,41900.0,,,,,,,31.147,,341700.0,,68.853,5.39439817656967
Greenland,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118525021949078,3.26252273160766,,,,,40500.0,,,,,,,32.509,,341700.0,,67.491,5.41973078593449
Greenland,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.1147205150717,4.16726964005681,,,,,39200.0,,,,,,,33.95,,341700.0,,66.05,6.48990578260843
Greenland,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110038045068774,3.2435275753154,,,,,37600.0,,,,,,,35.466,,341700.0,,64.534,5.67633451643616
Greenland,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106526192566579,3.92207131532813,,,,,36400.0,,,,,,,37.017,,341700.0,,62.983,6.4590864826243
Greenland,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102429031314018,3.78502241310975,,,,,35000.0,,,,,,,38.594,,341700.0,,61.406,6.42283762974459
Greenland,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0986245244366403,3.62577480226244,,,,,33700.0,,,,,,,40.194,,341700.0,,59.806,5.77510566207032
Greenland,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4.0053059457378,,,,,32500.0,,,,,,,41.466,,,,58.534,5.62188662371454
Isle of Man,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.50350877193,0.571344926815681,,,,,84077.0,,,,,,,47.412,,570.0,,52.588,0.817554628660754
Isle of Man,2017,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.663157894737,0.372712179069005,,,,,83598.0,,,,,,,47.542,,570.0,,52.458,0.592346984653139
Isle of Man,2016,100.0,100.0,,,,,0.61284178187404,,,,,,,,,,,,,,,,,6592627599.24386,7.40000000000001,,,,,,,,8.21171530977982,,,,,,,,,,,146.117543859649,0.0636556371744733,,,,,83287.0,,,,,,,47.657,87.1419764464926,570.0,,52.343,0.250341766691136
Isle of Man,2015,100.0,100.0,,,,,0.492685300216819,,,,,,,,,,,,,,,,,6792417112.29947,-0.899999999999963,,,,,,,,9.08218552256966,,,,,,,,,,,146.024561403509,-0.304699075724299,,,,,83234.0,,,,,,,47.755,86.3175513430359,570.0,,52.245,-0.14476937094971
Isle of Man,2014,100.0,100.0,,,,,0.462942656517284,,,,,,,,,,,,,,,,,7428280401.5139,4.99999999999989,,,,,,,,8.56942345496377,,,,,,,,,,,146.470175438597,-0.582813477917866,,,,,83488.0,,,,,,,47.838,86.3105388680877,570.0,,52.162,-0.455915655061523
Isle of Man,2013,100.0,100.0,,,,,0.618365582787228,,,,,,,,,,,,,,,,,6754330154.76004,4.50000000000014,,,,,,,,9.34081969660325,,,,,,,,,,,147.326315789474,-0.661094693602442,,,,,83976.0,,,,,,,47.904,85.4368170303964,570.0,,52.096,-0.565282322189084
Isle of Man,2012,100.0,100.0,,,,,0.668366764358847,,,,,,,,,,,,,,,,,6433357030.0158,3.20000000000005,,,,,,,,9.60424230443863,,,,,,,,,,,148.30350877193,-0.416718916808586,,,,,84533.0,,,,,,,47.954,84.7102446642757,570.0,,52.046,-0.351685615521534
Isle of Man,2011,100.0,100.0,,,,,0.632518786442428,,,,,,,,,,,,,,,,,6566098381.6696,2.0,,,,,,,,10.1456306178137,,,,,,,,,,,148.922807017544,0.0341693033375921,,,,,84886.0,,,,,,,47.988,78.9433715105925,570.0,,52.012,0.0679717263799241
Isle of Man,2010,100.0,100.0,,,,,0.688522288302429,,,81.4306770819,,,,,,,,,,,,,,5920177688.50433,3.40000000000002,,,,,,,,10.4486995956455,,,,,,,,,,,148.871929824561,0.568448582991782,,,,,84857.0,,,,,,,48.006,79.3939719783617,570.0,,51.994,0.604712218294144
Isle of Man,2009,100.0,100.0,,,,,0.701529942288239,,,,,,,,,,,,,,,,,5487083657.89064,2.09999999999985,,,,,,,,10.9761938629119,,,,,,,,,,,148.028070175439,1.03405653235997,,,,,84376.0,,,,,,,48.024,79.5655164914474,570.0,,51.976,1.06827846436404
Isle of Man,2008,100.0,100.0,,,,,0.738506225584537,,,,,,,,,,,,,,,,,5928601102.94118,4.69999999999995,,,,,,,,11.662835847783,,,,,,,,,,,146.505263157895,1.3259916069321,,,,,83508.0,,,,,,,48.042,85.7194947597932,570.0,,51.958,1.35977591704412
Isle of Man,2007,100.0,100.0,,,,,,,11.4,,9.8,,,,,,,,,,,,,4466100440.17607,7.4570663326767,,,,,,,,,,,,,,,,,,,144.575438596491,1.37210218952051,,,,,82408.0,,,,,,,48.06,,570.0,,51.94,1.40694961535801
Isle of Man,2006,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,3422651333.94664,7.69999975896081,,,,,,,,,,,,,,,,,,,142.605263157895,1.21296121713266,,,,,81285.0,,,,,,,48.078,,570.0,,51.922,1.24693164968844
Isle of Man,2005,100.0,100.0,,,,,,,11.4,,9.8,,,,,,,,,,,,,3032409189.11876,5.90000453391471,,,,,,,,,,,,,,,,,,,140.885964912281,0.982332316654193,,,,,80305.0,,,,,,,48.095,,570.0,,51.905,1.01516370406779
Isle of Man,2004,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,2822228368.59817,5.1999976300793,,,,,,,,,,,,,,,,,,,139.508771929825,0.803014340049601,,,,,79520.0,,,,,,,48.113,,570.0,,51.887,0.839655930335986
Isle of Man,2003,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,2328854755.67558,6.32777705011382,,,,,,,,,,,,,,,,,,,138.39298245614,0.720095731311477,,,,,78884.0,,,,,,,48.131,,570.0,,51.869,0.753146767647183
Isle of Man,2002,100.0,100.0,,,,,,,11.4,,11.5,,,,,,,,,,,,1.65,1947408064.82732,5.86897568039866,,,,,,,,,77.9658536585366,,,,,,,,,,137.4,0.788359496784442,,,,,78318.0,,,,,,,48.149,,570.0,,51.851,0.823395886492078
Isle of Man,2001,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1659249982.10835,5.37616549104473,,,,,,,,,,,,,,,,,,,136.321052631579,0.985497228654746,,,,,77703.0,,,,,,,48.167,,570.0,,51.833,1.00563549460631
Isle of Man,2000,100.0,100.0,,,,,,,,71.5020540718,,,,,,,,,,,,,,1563667799.61578,5.33836223919168,,,,,,,,,,,,,,,,,,,134.984210526316,1.22923962858123,,,,,76941.0,,,,,,,48.177,,570.0,,51.823,1.24413298963259
Isle of Man,1999,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1567465656.8505,13.6932182465068,,,,,,,,,,,,,,,,,,,133.335087719298,1.40186735046019,,,,,76001.0,,,,,,,48.185,,570.0,,51.815,1.41679479077955
Isle of Man,1998,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1382548249.78303,13.5092561159692,,,,,,,,,,,,,,,,,,,131.478947368421,1.46918156125128,,,,,74943.0,,,,,,,48.192,,570.0,,51.808,1.48419953348416
Isle of Man,1997,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,1180919719.40764,8.5815326804273,,,,,,,,,,,,,,,,,,,129.561403508772,1.32491987732555,,,,,73850.0,,,,,,,48.2,,570.0,,51.8,1.33951133767542
Isle of Man,1996,100.0,100.0,,,,,,,11.6,,13.2,,,,,,,,,,,,,1023086918.62768,7.71599633483113,,,,,,,,,,,,,,,,,,,127.856140350877,1.03028999277294,,,,,72878.0,,,,,,,48.208,,570.0,,51.792,1.04665589229523
Isle of Man,1995,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,914727080.643268,4.28090112762447,,,,,,,,,,,,,,,,,,,126.545614035088,0.653724371047149,,,,,72131.0,,,,,,,48.217,,570.0,,51.783,0.674253424060613
Isle of Man,1994,100.0,100.0,,,,,,,13.7,,12.4,,,,,,,,,,,,1.8,,4.00366609869273,,,,,,,,,76.5292682926829,,,,,,,,,,125.721052631579,0.32567172310542,,,,,71661.0,,,,,,,48.227,,570.0,,51.773,0.342896049777596
Isle of Man,1993,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,2.56827287382832,,,,,,,,,,,,,,,,,,,125.312280701754,0.243899141105162,,,,,71428.0,,,,,,,48.236,,570.0,,51.764,0.262691245292281
Isle of Man,1992,100.0,100.0,,,,,,,12.2,,13.0,,,,,,,,,,,,,,0.787291500561068,,,,,,,,,,,,,,,,,,,125.00701754386,0.452928629359382,,,,,71254.0,,,,,,,48.246,,570.0,,51.754,0.470230953037075
Isle of Man,1991,100.0,100.0,,,,,,,12.8,,14.1,,,,,,,,,,,,,,1.60499190566388,,,,,,,,,,,,,,,,,,,124.442105263158,0.897832272044198,,,,,70932.0,,,,,,,48.255,,570.0,,51.745,0.897652442425076
Isle of Man,1990,100.0,100.0,,,,,,,,47.7476605124,,,,,,,,,,,,,,,4.18697681556888,,,,,,,,,,,,,,,,,,,123.329824561404,1.47747466048146,,,,,70298.0,,,,,,,48.254,,570.0,,51.746,1.46772317133038
Isle of Man,1989,,,,,,,,,12.1,,14.6,,,,,,,,,,,,,,6.84521316320033,,,,,,,,,,,,,,,,,,,121.521052631579,1.95497249809488,,,,,69267.0,,,,,,,48.25,,570.0,,51.75,1.9493575018699
Isle of Man,1988,,,,,,,,,11.7,,14.9,,,,,,,,,,,,,,11.8293565290876,,,,,,,,,,,,,,,,,,,119.168421052632,2.16531150027788,,,,,67926.0,,,,,,,48.246,,570.0,,51.754,2.15946399115386
Isle of Man,1987,,,,,,,,,,,,,,,,,,,,,,,,,9.8963467258971,,,,,,,,,,,,,,,,,,,116.615789473684,1.93369687057499,,,,,66471.0,,,,,,,48.243,,570.0,,51.757,1.92522454003695
Isle of Man,1986,,,,,,,,,,,,,,,,,,,,,,,,,19.1055383363077,,,,,,,,,,,,,,,,,,,114.382456140351,1.42113671070225,,,,,65198.0,,,,,,,48.239,,570.0,,51.761,1.41152132412474
Isle of Man,1985,,,,,,,,,11.2,,16.6,,,,,,,,,,,,,,0.418923061203614,,,,,,,,,,,,,,,,,,,112.768421052632,0.735452430795849,,,,,64278.0,,,,,,,48.235,,570.0,,51.765,0.729952265376191
Isle of Man,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.942105263158,0.17568356387674,,,,,63807.0,,,,,,,48.231,,570.0,,51.769,0.166643981057165
Isle of Man,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.745614035088,-0.120815598336872,,,,,63695.0,,,,,,,48.227,,570.0,,51.773,-0.127280458422056
Isle of Man,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.880701754386,-0.00627214852652806,,,,,63772.0,,,,,,,48.224,,570.0,,51.776,-0.0121135035428674
Isle of Man,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.887719298246,0.353421087749767,,,,,63776.0,,,,,,,48.22,,570.0,,51.78,0.345811180022085
Isle of Man,1980,,,,,,,,,11.5,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.49298245614,0.824779521461727,,,,,63551.0,,,,,,,48.216,,570.0,,51.784,0.817700971114856
Isle of Man,1979,,,,,,,,,11.9,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.577192982456,1.2243650087073,,,,,63029.0,,,,,,,48.212,,570.0,,51.788,1.21751623399491
Isle of Man,1978,,,,,,,,,11.1,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.231578947368,1.49843415946031,,,,,62262.0,,,,,,,48.209,,570.0,,51.791,1.49030329909527
Isle of Man,1977,,,,,,,,,10.9,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.60701754386,1.57090219779007,,,,,61336.0,,,,,,,48.205,,570.0,,51.795,1.56399412883279
Isle of Man,1976,,,,,,,,,11.9,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.929824561404,1.50514279998773,,,,,60380.0,,,,,,,48.201,,570.0,,51.799,0.34591028021431
Isle of Man,1975,,,,,,,,,11.7,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.347368421053,1.35586690553249,,,,,59478.0,,,,,,,47.597,,570.0,,52.403,-0.144274724052833
Isle of Man,1974,,,,,,,,,12.9,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.942105263158,1.30023444884448,,,,,58677.0,,,,,,,46.806,,570.0,,53.194,-0.169657045447968
Isle of Man,1973,,,,,,,,,14.4,,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.612280701754,1.30861666727402,,,,,57919.0,,,,,,,46.017,,570.0,,53.983,-0.14062901831817
Isle of Man,1972,,,,,,,,,15.0,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.291228070175,1.4217372269435,,,,,57166.0,,,,,,,45.23,,570.0,,54.77,-0.0031938167710009
